,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064
34,72.08,70.15,66.86,69.00,61.53,70.72,68.68,75.66,68.77,60.63,70.58,60.31,62.95,56.93,63.76,64.78,56.26,53.50,59.44,59.26,62.11,62.77,63.22,60.04,56.91,51.79,56.02,62.87,58.87,48.86,55.13,53.35,53.28,54.84,52.23,49.77,49.17,48.60,48.05,47.43,46.79,46.24,45.84,45.38,44.85,44.25,43.67,43.19,42.69,42.19,41.66,41.11,40.53,40.08,39.63,39.12,38.63,38.10,37.58,37.14,36.84,36.39,35.79,35.42,35.10,34.55,34.13,33.75,33.26,32.85,32.35,31.94,31.63,31.24,30.83,30.49,30.19,29.83,29.50,29.14,28.83,28.51,28.13,27.78
35,77.80,78.08,76.54,73.66,81.05,68.79,72.74,78.68,73.17,73.58,68.20,73.38,64.48,67.65,70.54,70.13,71.84,64.22,63.99,67.69,73.45,62.82,60.00,65.20,57.18,57.11,61.68,59.27,61.81,62.16,61.18,52.30,57.34,58.85,56.71,54.11,53.44,52.81,52.19,51.51,50.87,50.32,49.79,49.22,48.63,48.05,47.51,46.89,46.30,45.73,45.08,44.57,44.00,43.42,43.02,42.57,42.04,41.40,40.87,40.46,40.00,39.47,38.90,38.44,38.05,37.54,37.02,36.69,36.24,35.77,35.29,34.78,34.36,33.97,33.63,33.21,32.71,32.25,31.88,31.56,31.26,30.85,30.48,30.15
36,85.94,88.88,83.59,71.89,83.33,73.76,81.79,76.95,81.77,81.16,73.92,73.57,78.11,75.97,66.53,78.95,76.20,70.99,72.26,76.47,73.51,65.12,69.86,69.67,67.62,69.30,60.81,61.51,62.49,68.23,62.39,51.82,63.04,64.50,61.84,59.03,58.26,57.65,56.99,56.21,55.56,55.00,54.32,53.70,53.12,52.45,51.86,51.23,50.62,50.04,49.36,48.81,48.20,47.55,47.03,46.47,45.85,45.23,44.75,44.27,43.66,43.06,42.50,41.99,41.60,41.08,40.41,39.99,39.48,38.97,38.58,38.08,37.60,37.16,36.77,36.31,35.83,35.32,34.90,34.60,34.12,33.61,33.21,32.89
37,90.13,90.45,84.03,86.02,83.78,83.03,94.14,94.69,90.33,84.29,82.35,82.29,83.09,84.96,76.04,78.70,83.19,80.76,76.01,73.48,71.68,72.50,71.25,76.89,77.63,73.26,71.08,72.30,69.30,78.20,64.36,63.88,61.89,64.44,67.84,64.71,63.80,63.15,62.51,61.65,60.87,60.24,59.48,58.81,58.27,57.57,56.87,56.27,55.65,54.86,54.17,53.62,52.93,52.23,51.64,50.95,50.23,49.62,49.11,48.54,47.86,47.22,46.53,45.93,45.56,45.04,44.32,43.82,43.27,42.75,42.25,41.71,41.20,40.70,40.24,39.78,39.31,38.76,38.30,37.93,37.47,36.94,36.49,36.15
38,108.13,99.69,111.45,99.60,97.93,98.56,84.84,94.48,93.27,93.75,91.65,89.96,77.73,87.05,90.26,93.94,89.67,87.41,80.28,83.80,84.83,83.89,84.19,87.21,77.02,78.11,76.09,82.90,75.90,80.61,74.31,74.27,67.54,77.63,74.40,70.92,69.97,69.15,68.39,67.55,66.83,66.05,65.20,64.41,63.65,62.95,62.20,61.51,60.90,60.13,59.31,58.65,57.94,57.24,56.56,55.73,55.00,54.29,53.71,53.18,52.45,51.81,51.14,50.39,49.86,49.26,48.53,48.00,47.45,46.93,46.30,45.65,45.12,44.59,44.07,43.54,43.00,42.47,41.97,41.50,41.02,40.50,40.08,39.70
39,104.88,119.61,112.51,121.44,108.55,106.14,107.41,102.88,99.02,107.39,101.19,101.68,93.88,104.97,98.15,96.20,98.52,92.77,91.78,91.84,88.86,91.30,89.15,90.06,86.72,89.57,88.57,90.34,83.34,74.32,81.37,83.13,88.00,75.08,81.34,77.41,76.46,75.60,74.69,73.77,73.00,72.18,71.23,70.33,69.45,68.60,67.75,66.93,66.26,65.64,64.83,63.94,63.13,62.38,61.60,60.77,59.99,59.22,58.53,57.92,57.13,56.43,55.76,55.05,54.43,53.74,53.06,52.46,51.79,51.18,50.54,49.80,49.20,48.69,48.04,47.39,46.89,46.39,45.84,45.28,44.69,44.11,43.64,43.12
40,133.48,134.24,115.35,112.92,123.91,121.95,117.31,114.98,111.22,104.36,103.20,111.86,108.91,117.15,112.37,104.31,103.70,105.10,101.83,106.78,98.96,93.98,103.03,89.48,96.20,93.46,101.76,98.33,100.88,90.20,90.38,86.92,81.93,96.07,88.78,84.56,83.41,82.42,81.35,80.28,79.36,78.48,77.46,76.45,75.56,74.59,73.53,72.64,71.87,71.10,70.31,69.36,68.39,67.59,66.80,65.94,65.14,64.30,63.48,62.70,61.92,61.19,60.39,59.57,58.88,58.22,57.54,56.90,56.22,55.51,54.79,54.03,53.34,52.80,52.14,51.42,50.80,50.17,49.60,49.04,48.47,47.82,47.23,46.72
41,139.18,145.40,132.48,126.14,131.61,125.89,124.48,138.42,116.23,128.65,110.69,115.60,132.97,126.31,123.80,118.41,106.64,122.94,117.63,116.65,112.76,101.14,107.52,103.21,95.88,102.29,106.80,107.77,103.33,108.49,102.14,92.76,95.56,99.94,96.74,92.11,90.73,89.55,88.33,87.04,85.87,84.77,83.74,82.62,81.48,80.45,79.32,78.28,77.52,76.63,75.61,74.59,73.66,72.82,71.94,71.04,70.11,69.26,68.37,67.44,66.74,65.98,65.11,64.21,63.37,62.65,61.89,61.17,60.51,59.80,59.00,58.18,57.45,56.81,56.17,55.47,54.79,54.09,53.45,52.86,52.23,51.60,50.89,50.25
42,170.84,146.31,154.34,149.77,146.58,146.28,138.38,144.10,137.54,139.29,134.03,137.09,132.54,134.53,129.89,129.11,130.80,122.37,133.58,133.64,118.20,121.54,118.06,115.14,119.58,116.89,113.66,114.22,109.02,106.69,109.16,106.03,102.42,109.24,105.05,99.79,98.22,96.73,95.38,94.00,92.56,91.24,90.02,88.83,87.56,86.36,85.17,83.95,82.93,81.91,80.91,79.80,78.83,77.97,76.99,76.06,75.06,74.10,73.16,72.26,71.46,70.60,69.73,68.84,67.85,67.06,66.31,65.50,64.75,63.96,63.16,62.34,61.57,60.83,60.08,59.33,58.64,57.89,57.12,56.51,55.91,55.32,54.57,53.75
43,179.69,168.93,172.63,175.70,163.86,156.81,162.40,162.13,158.39,143.61,137.22,134.36,153.87,149.98,140.50,153.01,150.45,141.33,146.22,141.87,150.94,137.62,136.26,131.38,126.67,126.99,126.06,126.41,119.64,118.97,119.51,108.97,115.61,122.82,113.78,107.92,106.18,104.36,102.76,101.24,99.62,98.03,96.55,95.23,93.92,92.61,91.24,89.95,88.70,87.43,86.37,85.24,84.15,83.23,82.17,81.16,80.19,79.13,78.10,77.19,76.28,75.37,74.40,73.49,72.58,71.68,70.87,69.96,69.12,68.22,67.31,66.53,65.73,64.91,64.10,63.34,62.59,61.70,60.88,60.20,59.57,58.96,58.25,57.54
44,209.13,192.75,193.62,182.55,180.52,183.07,170.27,170.88,182.22,162.78,166.02,163.19,154.04,159.30,170.75,146.96,162.63,165.76,158.26,151.88,145.52,148.57,152.41,144.74,146.50,137.75,127.28,136.56,139.05,134.15,125.69,122.28,132.27,126.03,123.28,116.84,114.85,112.79,110.84,109.00,107.19,105.53,103.83,102.18,100.68,99.21,97.69,96.25,94.97,93.64,92.27,91.06,89.98,88.85,87.70,86.66,85.62,84.61,83.51,82.40,81.33,80.36,79.40,78.45,77.62,76.76,75.77,74.69,73.81,72.92,71.92,71.10,70.24,69.40,68.59,67.70,66.88,66.03,65.27,64.43,63.61,62.96,62.23,61.51
45,229.12,218.37,222.95,210.21,203.81,210.88,203.68,195.42,190.63,191.29,180.60,178.93,181.32,180.41,181.69,177.59,169.01,171.38,169.97,161.99,159.89,169.57,158.21,157.95,146.97,155.76,155.23,147.81,154.42,135.69,142.10,142.78,129.51,142.71,133.93,126.82,124.46,122.16,119.96,117.83,115.83,113.85,111.88,110.06,108.33,106.58,105.01,103.45,102.01,100.63,99.02,97.72,96.58,95.27,94.05,92.93,91.84,90.68,89.53,88.45,87.22,86.17,85.26,84.21,83.23,82.25,81.14,80.11,79.18,78.25,77.25,76.30,75.40,74.54,73.62,72.63,71.77,70.85,70.07,69.22,68.31,67.57,66.74,65.93
46,252.12,248.71,225.95,234.37,209.57,230.63,233.13,223.74,194.17,196.63,201.01,203.40,193.05,198.23,192.91,189.38,182.06,179.36,184.96,196.42,188.37,195.86,179.03,185.55,158.10,161.45,161.75,169.90,157.57,151.71,165.20,145.10,138.79,149.88,146.10,138.24,135.59,132.99,130.48,128.00,125.72,123.49,121.23,119.19,117.31,115.42,113.75,112.13,110.48,108.86,107.19,105.76,104.36,102.93,101.56,100.29,99.19,98.01,96.74,95.58,94.42,93.25,92.17,91.04,89.91,88.74,87.57,86.64,85.64,84.59,83.53,82.50,81.53,80.58,79.57,78.54,77.64,76.60,75.68,74.87,73.94,73.01,72.08,71.16
47,291.26,268.20,265.39,255.67,258.86,237.83,242.05,244.95,240.91,230.55,231.23,219.03,216.89,217.45,211.25,205.38,220.64,203.06,205.95,210.12,201.59,200.28,211.59,199.48,184.38,184.86,185.21,177.46,167.88,167.27,155.45,164.46,163.13,159.21,160.05,151.44,148.52,145.54,142.60,139.87,137.32,134.97,132.49,130.03,127.95,125.90,123.88,122.17,120.45,118.54,116.74,115.17,113.68,112.17,110.62,109.23,107.96,106.74,105.42,104.07,102.86,101.53,100.31,99.09,97.82,96.62,95.46,94.37,93.28,92.16,90.97,89.88,88.85,87.77,86.69,85.68,84.60,83.40,82.43,81.59,80.61,79.54,78.48,77.51
48,313.88,296.89,294.43,276.40,287.70,263.92,272.98,275.32,270.72,261.12,253.11,236.27,227.98,229.35,230.84,221.15,232.34,220.53,229.29,213.95,217.28,232.57,222.89,207.97,224.34,217.66,205.13,196.80,185.88,183.94,180.41,171.52,168.66,173.33,175.82,166.31,163.01,159.80,156.59,153.64,150.85,148.05,145.41,142.82,140.30,137.91,135.67,133.78,131.95,129.90,128.02,126.28,124.57,122.90,121.25,119.79,118.33,116.83,115.43,114.13,112.72,111.32,110.00,108.64,107.23,105.94,104.70,103.34,102.10,100.91,99.67,98.51,97.35,96.12,94.91,93.85,92.66,91.42,90.44,89.42,88.30,87.22,86.13,85.04
49,355.78,351.86,334.06,326.69,313.48,313.50,287.73,284.12,288.21,275.09,273.19,253.60,250.45,257.02,264.53,242.57,238.37,255.94,249.75,245.89,243.91,241.81,235.21,217.75,239.94,219.33,215.60,210.57,203.48,207.37,198.02,199.02,197.66,181.51,193.34,182.87,179.34,175.89,172.36,169.10,166.09,163.00,160.11,157.34,154.55,151.99,149.57,147.31,145.13,142.99,141.07,139.17,137.19,135.33,133.52,131.85,130.29,128.70,127.12,125.64,124.14,122.75,121.24,119.68,118.17,116.69,115.34,113.85,112.48,111.06,109.73,108.49,107.19,105.83,104.43,103.17,101.95,100.79,99.64,98.43,97.16,95.98,94.87,93.65
50,402.30,390.14,370.69,346.86,345.39,341.40,329.16,313.15,320.65,316.44,297.19,295.79,307.87,291.70,295.83,288.83,274.38,273.46,292.09,269.07,284.52,255.26,268.06,261.35,260.50,260.57,248.44,258.47,240.03,219.47,220.84,212.78,216.58,218.04,212.80,201.27,197.37,193.69,190.04,186.51,183.14,179.84,176.63,173.58,170.77,168.12,165.34,162.80,160.39,157.98,155.80,153.66,151.63,149.64,147.67,145.82,144.01,142.29,140.56,138.79,137.24,135.78,134.05,132.33,130.71,129.07,127.53,126.03,124.48,122.83,121.31,119.92,118.54,117.09,115.61,114.12,112.67,111.42,110.12,108.78,107.49,106.05,104.78,103.55
51,426.45,401.44,381.29,393.27,365.32,368.37,362.58,357.67,356.32,343.73,346.13,314.71,322.85,307.31,334.73,326.12,304.92,309.53,288.19,282.42,294.37,279.55,286.98,283.83,270.46,261.56,265.32,277.90,221.68,251.68,247.51,241.17,230.41,232.32,233.46,221.04,216.62,212.58,208.89,205.13,201.43,197.90,194.54,191.30,188.17,185.23,182.30,179.56,176.99,174.37,171.88,169.48,167.31,165.20,163.08,160.99,158.94,157.02,155.14,153.28,151.51,149.83,148.09,146.15,144.40,142.68,140.86,139.20,137.44,135.67,134.06,132.45,130.82,129.22,127.78,126.22,124.45,123.01,121.67,120.17,118.74,117.24,115.76,114.35
52,460.73,472.91,465.79,437.91,441.88,412.99,420.92,377.03,384.40,378.55,372.36,371.31,374.44,348.98,354.05,338.62,349.16,324.49,323.29,335.45,317.11,304.45,317.54,280.53,309.72,306.07,270.62,280.12,280.68,288.22,265.49,260.90,253.61,253.01,255.05,241.75,237.12,232.71,228.63,224.72,220.94,217.14,213.55,210.15,206.73,203.38,200.25,197.30,194.42,191.63,188.96,186.30,183.85,181.64,179.35,176.98,174.82,172.72,170.58,168.53,166.53,164.66,162.74,160.71,158.78,156.84,154.97,153.14,151.14,149.17,147.43,145.67,143.87,142.12,140.42,138.75,136.92,135.32,133.83,132.17,130.57,128.94,127.29,125.75
53,537.13,511.50,525.42,473.06,457.25,459.26,457.16,445.04,410.88,406.67,393.24,393.14,395.65,402.60,387.33,377.33,368.66,353.37,326.22,351.23,320.04,342.38,337.44,329.58,316.78,319.58,323.40,302.70,310.44,296.83,294.42,288.17,278.67,267.29,279.08,264.55,259.83,255.21,250.70,246.48,242.48,238.41,234.46,230.76,227.12,223.46,220.05,216.84,213.64,210.58,207.73,204.89,202.07,199.60,197.23,194.70,192.25,189.96,187.69,185.38,183.14,181.06,178.91,176.74,174.63,172.51,170.51,168.50,166.34,164.16,162.18,160.23,158.36,156.44,154.40,152.61,150.74,148.91,147.17,145.37,143.65,141.83,140.04,138.44
54,600.34,575.58,546.29,554.85,531.89,483.93,505.87,472.15,467.39,440.63,434.76,429.50,426.30,422.53,416.76,399.51,405.26,408.11,392.01,386.94,390.10,369.98,356.03,346.19,356.37,340.98,355.66,363.03,344.31,341.37,322.30,299.23,303.76,289.91,306.37,290.51,285.37,280.47,275.64,270.92,266.48,262.17,257.94,253.85,249.88,246.09,242.39,238.81,235.43,232.08,228.80,225.74,222.69,219.80,217.12,214.43,211.77,209.19,206.69,204.19,201.75,199.48,197.19,194.81,192.46,190.23,187.95,185.58,183.29,181.08,178.85,176.58,174.52,172.37,170.23,168.29,166.14,164.09,162.18,160.20,158.23,156.31,154.49,152.69
55,660.47,637.83,629.10,585.24,594.60,570.14,531.36,540.81,551.47,491.60,509.62,461.15,467.31,451.11,477.65,455.96,429.85,449.43,433.58,428.13,404.18,404.83,410.90,371.77,382.65,370.18,384.30,368.88,362.00,348.51,338.67,342.93,346.78,331.74,336.66,319.31,313.63,308.31,303.15,298.03,293.11,288.33,283.88,279.45,275.12,271.11,267.05,263.09,259.29,255.66,252.13,248.70,245.38,242.16,239.10,236.13,233.34,230.51,227.67,224.95,222.36,219.78,217.13,214.48,211.84,209.47,207.01,204.38,201.93,199.53,197.11,194.61,192.18,189.90,187.68,185.29,182.95,180.87,178.69,176.54,174.30,172.19,170.33,168.26
56,693.24,690.27,679.59,676.85,663.50,630.65,632.56,590.02,592.99,568.47,554.23,514.54,510.09,495.26,511.54,481.41,476.01,461.11,465.19,459.14,446.15,441.95,443.63,426.47,422.25,428.57,414.00,398.13,397.70,393.55,376.31,372.31,374.45,356.34,369.35,350.36,344.25,338.31,332.61,327.05,321.74,316.56,311.61,306.86,302.19,297.73,293.29,288.99,284.73,280.66,276.86,273.23,269.52,265.98,262.57,259.22,256.26,253.20,250.08,247.04,244.19,241.30,238.28,235.36,232.56,229.94,227.19,224.52,221.92,219.18,216.52,213.84,211.19,208.66,206.12,203.53,201.08,198.67,196.20,193.82,191.42,189.12,186.97,184.77
57,785.50,769.39,734.12,742.29,716.03,661.89,670.53,674.49,659.69,664.46,582.95,610.15,588.84,560.15,542.53,563.78,555.83,529.61,519.47,521.95,507.66,497.49,441.15,470.26,480.20,436.13,446.58,430.90,424.89,435.46,421.91,391.61,413.09,402.86,404.12,383.41,376.69,370.17,363.89,357.90,352.14,346.51,341.01,335.78,330.73,325.81,320.95,316.30,311.82,307.36,303.11,299.02,295.04,291.14,287.36,283.71,280.30,277.03,273.71,270.34,267.10,263.90,260.69,257.63,254.64,251.63,248.58,245.73,242.94,239.94,236.86,234.01,231.24,228.37,225.46,222.77,220.13,217.38,214.71,212.10,209.63,207.15,204.61,202.11
58,818.41,828.10,829.92,819.21,823.21,791.34,771.40,737.72,693.24,700.90,649.83,666.34,661.06,568.03,619.34,613.34,592.20,585.85,566.86,551.55,536.76,515.82,528.96,490.84,497.63,473.49,473.14,468.14,463.47,472.43,419.60,456.70,436.35,421.47,441.18,418.75,411.56,404.54,397.74,391.18,384.78,378.62,372.70,366.89,361.33,356.09,350.82,345.67,340.80,336.06,331.38,326.69,322.40,318.28,314.12,310.16,306.32,302.74,299.19,295.54,291.95,288.38,284.87,281.55,278.32,274.99,271.65,268.43,265.40,262.22,258.84,255.71,252.67,249.59,246.45,243.46,240.64,237.65,234.69,231.90,229.14,226.42,223.65,220.85
59,905.30,914.91,899.89,904.56,898.77,877.84,842.03,830.20,820.90,789.19,764.50,719.26,742.88,688.23,656.92,674.54,652.14,647.94,645.66,608.14,603.87,572.63,600.50,553.93,523.98,550.58,511.25,541.19,520.69,492.16,506.41,508.49,464.43,458.20,480.79,456.75,449.14,441.55,434.19,426.94,419.94,413.32,406.83,400.45,394.36,388.64,383.05,377.49,372.06,366.82,361.71,356.63,351.83,347.44,343.01,338.54,334.35,330.27,326.34,322.47,318.60,314.71,310.98,307.43,303.77,300.02,296.44,292.99,289.59,286.15,282.64,279.16,275.72,272.45,269.18,265.88,262.71,259.54,256.29,253.19,250.15,247.12,244.07,241.11
60,1021.38,1029.92,1008.16,979.11,1002.00,964.73,951.53,903.07,923.19,876.87,869.92,830.52,827.00,755.61,751.41,733.08,748.03,705.74,723.04,691.85,663.05,670.78,650.45,625.61,573.88,559.43,572.08,580.73,553.99,552.84,546.78,530.89,509.28,527.35,522.94,497.20,489.18,481.13,473.13,465.26,457.69,450.35,443.20,436.40,429.86,423.44,417.29,411.40,405.51,399.73,394.22,388.83,383.56,378.58,373.86,369.02,364.31,359.81,355.43,351.23,347.11,343.02,339.01,335.12,331.01,326.82,322.98,319.20,315.41,311.71,307.95,304.32,300.60,296.97,293.53,289.86,286.23,282.76,279.37,276.05,272.76,269.43,266.10,262.90
61,1099.74,1116.61,1062.89,1057.76,1090.01,1032.90,1069.15,1034.26,993.58,983.10,986.59,911.91,917.93,861.35,828.23,805.25,827.72,764.43,779.71,742.82,749.96,714.34,714.16,656.90,667.54,651.62,645.79,642.94,605.19,605.65,579.34,588.05,582.89,568.83,568.02,540.21,531.84,523.38,514.79,506.32,498.15,490.07,482.41,475.11,467.96,460.92,454.06,447.59,441.35,435.17,429.22,423.44,417.73,412.21,406.85,401.70,396.71,391.71,386.93,382.36,377.77,373.39,369.07,364.65,360.24,355.83,351.56,347.41,343.28,339.20,335.14,331.30,327.34,323.34,319.53,315.60,311.69,307.85,304.15,300.61,296.94,293.23,289.74,286.29
62,1168.14,1213.70,1177.32,1174.99,1227.65,1165.95,1150.84,1180.18,1099.12,1075.09,1023.35,1012.29,1012.76,947.49,908.74,907.07,904.15,874.51,847.60,807.06,788.19,794.06,764.11,735.44,721.96,717.89,677.73,666.24,653.29,639.14,624.36,641.18,626.12,613.38,617.03,586.56,577.59,568.83,559.81,550.73,541.93,533.26,524.96,516.95,509.12,501.53,494.17,486.98,480.07,473.48,467.09,460.81,454.59,448.60,442.70,437.07,431.77,426.41,421.28,416.24,411.02,406.08,401.41,396.64,391.86,387.16,382.49,378.00,373.57,369.04,364.66,360.38,356.06,351.88,347.61,343.36,339.29,335.21,331.05,327.08,323.10,319.09,315.36,311.53
63,1286.67,1297.41,1310.46,1278.78,1305.41,1279.32,1258.52,1266.19,1250.23,1212.59,1134.72,1112.40,1144.65,1057.61,1034.63,963.03,941.93,923.40,924.21,868.92,889.36,847.94,819.44,813.39,785.66,791.33,800.55,754.83,724.34,699.21,688.31,673.20,684.86,664.22,670.70,637.15,627.31,617.92,608.57,599.04,589.64,580.37,571.20,562.47,553.98,545.72,537.85,530.04,522.39,515.12,508.19,501.42,494.70,488.26,481.96,475.78,469.82,464.11,458.48,452.82,447.23,441.90,436.72,431.61,426.43,421.23,416.18,411.23,406.45,401.55,396.69,392.01,387.33,382.83,378.25,373.64,369.25,364.84,360.37,355.94,351.65,347.45,343.18,338.89
64,1421.79,1439.47,1406.22,1390.48,1430.11,1380.89,1378.21,1354.69,1375.68,1374.38,1274.07,1246.44,1205.97,1170.56,1144.49,1130.73,1056.54,1061.28,1025.84,1015.49,941.32,952.91,946.52,896.10,890.41,869.68,844.52,838.85,800.22,759.98,757.21,730.68,725.35,745.52,729.84,692.94,681.91,671.45,661.61,651.68,641.70,631.82,621.99,612.48,603.11,594.10,585.49,577.07,568.88,560.83,553.13,545.92,538.73,531.69,524.91,518.18,511.50,505.17,499.02,492.96,486.93,481.05,475.42,469.78,464.21,458.67,453.11,447.63,442.38,437.05,431.77,426.69,421.63,416.64,411.71,406.90,402.01,397.12,392.38,387.58,382.89,378.29,373.53,368.91
65,1553.47,1551.55,1538.32,1475.80,1566.43,1509.77,1521.71,1501.56,1506.68,1458.46,1442.87,1429.99,1404.32,1313.46,1327.86,1245.02,1226.85,1148.27,1144.39,1088.20,1064.40,1014.23,1053.09,965.09,990.23,926.43,911.40,910.84,865.23,840.90,802.18,809.03,810.39,786.50,795.98,755.16,742.73,731.12,720.21,709.52,699.03,688.62,678.18,667.76,657.57,647.85,638.31,629.09,620.30,611.58,603.06,595.12,587.40,579.75,572.35,565.06,557.88,551.00,544.21,537.57,531.05,524.49,518.21,512.08,505.90,499.87,494.03,488.11,482.24,476.48,470.81,465.24,459.72,454.16,448.71,443.52,438.31,433.02,427.77,422.62,417.51,412.39,407.32,402.44
66,1693.69,1706.36,1699.21,1662.79,1648.26,1688.70,1624.69,1639.55,1619.38,1561.22,1557.49,1505.38,1543.75,1472.99,1448.27,1349.86,1382.43,1300.59,1255.88,1223.89,1142.29,1164.79,1111.90,1094.47,1115.38,1033.16,1016.06,973.57,966.12,935.84,913.03,885.94,870.43,827.86,871.00,825.61,811.34,798.22,785.89,774.24,763.00,751.89,740.80,729.65,718.70,708.07,697.73,687.55,677.87,668.50,659.29,650.36,641.80,633.65,625.49,617.45,609.82,602.33,594.84,587.41,580.35,573.44,566.30,559.41,552.71,546.03,539.72,533.45,527.05,520.67,514.46,508.36,502.28,496.29,490.32,484.44,478.88,473.37,467.63,461.87,456.23,450.65,445.22,439.89
67,1863.39,1904.72,1871.00,1832.90,1845.20,1791.37,1802.16,1759.25,1813.87,1775.63,1726.96,1661.24,1685.18,1609.05,1541.18,1555.16,1493.47,1479.50,1423.27,1336.20,1281.61,1269.25,1262.55,1187.46,1187.02,1152.47,1128.37,1101.38,1021.72,1004.19,1011.59,1017.20,974.02,922.10,956.34,905.68,889.24,874.25,860.32,847.25,834.85,822.84,811.05,799.20,788.27,778.30,767.73,756.49,745.74,735.48,725.41,715.55,705.97,697.04,688.26,679.40,670.84,662.64,654.63,646.39,638.39,630.82,622.98,615.21,607.89,600.61,593.53,586.65,579.76,572.76,565.73,559.03,552.41,545.89,539.41,532.89,526.59,520.57,514.51,508.11,501.82,495.81,489.88,483.89
68,2022.42,2074.81,2021.48,1968.63,2026.29,1970.61,1870.53,1978.62,1954.74,1871.80,1891.85,1880.67,1835.94,1795.58,1772.53,1765.88,1661.64,1592.46,1535.59,1498.28,1431.40,1398.48,1373.56,1361.82,1275.12,1291.91,1207.06,1217.88,1161.13,1124.07,1094.05,1067.90,1075.51,1051.03,1053.14,996.36,977.55,960.34,944.44,929.56,915.66,902.49,889.71,877.13,866.93,859.21,849.25,836.89,824.90,813.48,802.36,791.52,781.05,770.94,761.16,751.71,742.16,732.96,724.20,715.24,706.35,697.55,689.04,680.76,672.42,664.31,656.44,648.59,641.05,633.60,625.82,618.23,610.94,603.70,596.49,589.39,582.30,575.39,568.84,562.17,555.26,548.51,541.98,535.36
69,2246.58,2206.10,2204.45,2198.81,2231.61,2241.00,2149.08,2125.35,2167.64,2095.97,2075.15,2016.61,2044.58,1946.70,1942.29,1948.53,1834.67,1840.64,1748.01,1685.36,1591.61,1546.01,1551.06,1462.98,1422.69,1331.13,1399.00,1339.93,1258.15,1274.77,1200.65,1199.55,1172.57,1154.61,1162.63,1099.04,1077.40,1057.55,1039.25,1022.31,1006.61,991.76,977.57,964.08,953.95,947.08,937.15,923.84,910.57,897.83,885.50,873.58,862.17,850.88,839.77,829.42,819.29,809.09,799.23,789.56,779.82,769.98,760.50,751.38,742.25,733.17,724.34,715.54,707.07,698.92,690.64,682.30,674.17,666.19,658.17,650.28,642.54,634.85,627.44,620.22,612.88,605.48,598.12,590.97
70,2501.93,2530.50,2483.23,2451.75,2518.05,2356.45,2376.42,2317.08,2318.30,2287.98,2303.97,2222.17,2306.69,2185.45,2190.62,2159.06,2066.08,2040.19,1970.37,1854.80,1805.29,1698.78,1658.90,1605.93,1536.02,1506.18,1546.61,1481.33,1448.23,1433.24,1369.51,1350.65,1310.28,1292.18,1285.73,1214.63,1189.92,1167.05,1145.96,1126.49,1108.51,1091.75,1075.91,1060.81,1048.88,1039.74,1027.94,1013.62,999.39,985.37,971.80,958.77,946.15,933.85,921.72,909.96,898.88,888.02,877.20,866.53,855.84,845.29,834.82,824.41,814.52,804.68,794.76,785.11,775.67,766.45,757.49,748.72,739.81,730.86,722.10,713.47,704.99,696.64,688.32,680.16,672.31,664.52,656.38,648.38
71,2739.99,2720.45,2660.33,2604.48,2670.72,2653.37,2573.87,2631.09,2542.66,2368.57,2483.26,2430.45,2496.71,2387.20,2399.64,2352.04,2320.45,2280.56,2215.14,2095.95,2002.43,1981.43,1895.51,1765.71,1731.30,1708.30,1647.69,1625.32,1556.79,1537.93,1488.60,1449.89,1426.96,1434.63,1423.39,1343.57,1315.55,1289.58,1265.33,1242.98,1222.24,1203.12,1185.41,1168.29,1152.85,1139.18,1124.77,1109.31,1093.98,1078.92,1064.20,1049.76,1035.79,1022.37,1009.33,996.55,984.04,972.09,960.48,948.83,937.16,925.70,914.35,902.86,891.70,881.11,870.45,859.70,849.28,839.10,829.10,819.48,809.89,800.13,790.47,781.13,771.77,762.61,753.60,744.51,735.81,727.33,718.69,709.93
72,3096.70,3043.51,3000.58,2880.72,3058.47,2972.03,2872.40,2764.10,2890.51,2749.03,2716.10,2767.99,2730.31,2634.95,2642.79,2601.90,2623.91,2539.68,2472.04,2298.00,2253.72,2236.10,2168.99,2014.78,1985.46,1874.61,1838.14,1803.95,1723.46,1705.69,1693.89,1686.66,1623.51,1611.17,1578.47,1489.22,1457.08,1427.51,1399.87,1374.20,1350.49,1328.35,1308.01,1288.81,1270.44,1253.33,1236.81,1220.26,1203.65,1187.32,1171.31,1155.35,1139.98,1125.18,1110.92,1097.10,1083.27,1069.81,1057.00,1044.42,1031.72,1019.02,1006.52,994.16,981.72,969.66,958.11,946.53,934.83,923.52,912.50,901.60,891.15,880.76,870.13,859.68,849.41,839.28,829.35,819.39,809.59,800.05,790.85,781.71
