,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064
69,4286.67,4288.54,4225.08,4068.86,4149.54,4085.07,3975.65,3755.48,3859.64,3785.39,3666.02,3611.07,3608.41,3340.37,3370.04,3265.92,3125.50,3005.27,2953.36,2788.01,2642.62,2585.73,2514.00,2379.54,2227.50,2131.94,2151.63,2129.70,2041.52,1986.00,1845.06,1842.12,1788.06,1778.38,1732.21,1635.58,1593.39,1555.79,1521.67,1490.39,1461.97,1435.40,1410.19,1386.06,1368.30,1356.72,1339.77,1318.03,1297.25,1277.36,1258.38,1240.01,1222.50,1205.75,1189.65,1174.37,1159.49,1144.94,1131.08,1117.43,1103.87,1090.44,1077.23,1064.31,1051.49,1038.65,1025.94,1013.72,1001.90,990.08,978.35,966.63,954.89,943.58,932.60,921.74,910.73,899.59,888.75,878.42,868.09,857.52,847.18,837.08
70,4790.12,4662.59,4666.60,4483.41,4663.17,4442.74,4314.16,4240.28,4109.59,4061.81,4082.86,3923.34,3903.43,3737.96,3693.00,3687.40,3471.97,3410.09,3284.67,3052.37,2946.69,2796.80,2678.93,2629.14,2465.04,2399.52,2286.73,2314.31,2157.73,2157.34,2176.45,2033.35,1992.76,1941.56,1918.49,1810.25,1761.89,1717.91,1678.44,1642.58,1609.91,1579.87,1551.86,1525.34,1504.45,1488.74,1468.74,1445.03,1422.28,1400.48,1379.61,1359.60,1340.42,1321.98,1304.43,1287.55,1271.15,1255.46,1240.23,1225.13,1210.33,1195.69,1181.18,1166.85,1152.69,1138.95,1125.12,1111.37,1098.26,1085.29,1072.40,1059.67,1046.98,1034.48,1022.22,1010.21,998.35,986.38,974.50,962.99,951.71,940.39,928.93,917.72
71,5217.28,5097.06,5077.24,4850.10,5024.28,4841.94,4763.27,4522.47,4572.28,4336.08,4471.18,4344.99,4417.28,4097.96,4073.31,3984.74,3896.30,3711.89,3684.70,3397.97,3261.30,3225.65,3075.79,2876.25,2854.62,2664.38,2546.66,2537.93,2407.94,2371.86,2378.83,2280.12,2170.65,2148.74,2126.11,2005.35,1950.33,1899.59,1853.66,1812.41,1774.95,1740.66,1709.09,1679.59,1653.14,1629.32,1604.68,1579.23,1554.46,1530.64,1507.84,1486.03,1465.11,1444.89,1425.72,1407.39,1389.42,1372.36,1355.91,1339.42,1323.10,1307.01,1291.17,1275.48,1260.04,1245.08,1230.09,1215.02,1200.31,1185.97,1171.88,1158.07,1144.37,1130.72,1117.21,1103.82,1090.81,1078.10,1065.37,1052.61,1039.97,1027.68,1015.47,1003.23
72,5736.29,5705.12,5570.09,5425.01,5498.84,5427.72,5213.81,5173.98,4992.31,4883.69,4751.02,4739.61,4749.97,4440.47,4502.71,4463.24,4213.32,4174.01,4031.09,3819.86,3635.08,3534.26,3376.49,3268.32,3087.05,2952.89,2861.06,2790.06,2700.19,2624.48,2556.37,2553.98,2539.42,2455.00,2353.01,2220.06,2158.20,2100.86,2047.98,1999.88,1956.89,1917.74,1881.72,1848.53,1817.30,1787.76,1759.51,1732.19,1705.49,1679.33,1654.33,1630.45,1607.48,1585.48,1564.45,1544.30,1524.80,1505.94,1487.74,1469.94,1452.13,1434.33,1416.86,1399.76,1382.98,1366.37,1349.88,1333.63,1317.27,1301.14,1285.71,1270.50,1255.52,1240.74,1225.93,1211.13,1196.72,1182.73,1168.84,1155.03,1141.16,1127.51,1114.21,1100.99
73,6351.54,6292.32,6157.14,5928.82,5942.66,5842.08,5673.52,5666.73,5475.21,5381.66,5218.43,4994.84,5237.61,5037.49,4958.99,4801.10,4677.60,4519.87,4512.61,4274.76,4022.90,3881.39,3819.15,3552.09,3410.69,3222.38,3107.41,3134.63,2951.78,2892.64,2731.21,2750.34,2765.73,2626.24,2599.72,2454.61,2386.83,2322.59,2262.80,2207.63,2157.59,2112.72,2071.69,2034.06,1998.99,1966.13,1935.17,1905.38,1876.47,1848.15,1820.69,1794.51,1769.49,1745.27,1722.10,1699.89,1678.42,1657.68,1637.46,1617.86,1598.55,1579.15,1559.86,1540.92,1522.46,1504.20,1486.02,1468.14,1450.31,1432.54,1415.32,1398.46,1381.91,1365.65,1349.52,1333.43,1317.34,1301.61,1286.41,1271.44,1256.31,1241.21,1226.32,1211.72
74,6770.24,6926.24,6753.19,6526.07,6568.03,6451.31,6161.47,6126.34,6092.45,5886.16,5826.21,5677.70,5556.28,5419.94,5421.94,5313.16,5230.48,5106.38,4838.08,4789.36,4492.41,4414.39,4264.08,3930.79,3899.17,3598.32,3523.85,3335.59,3241.31,3201.84,3131.25,3022.73,3007.04,3002.76,2868.37,2711.12,2638.28,2567.99,2500.99,2438.73,2381.26,2329.08,2282.24,2239.50,2199.80,2162.92,2128.43,2095.63,2064.25,2033.85,2004.10,1975.37,1947.78,1921.17,1895.73,1871.28,1847.69,1824.94,1802.83,1780.99,1759.62,1738.64,1717.52,1696.43,1675.99,1655.98,1636.07,1616.26,1596.72,1577.52,1558.40,1539.53,1521.13,1503.15,1485.53,1468.05,1450.36,1432.93,1416.04,1399.42,1382.94,1366.55,1350.23,1333.96
75,7448.40,7420.88,7299.78,7094.96,7257.98,6978.31,6766.56,6674.91,6606.62,6426.83,6238.19,6044.74,6230.19,5660.06,5918.85,5856.50,5596.29,5438.34,5429.37,5135.88,5025.10,4873.45,4676.36,4454.56,4152.73,4023.30,3965.77,3805.59,3598.84,3540.80,3307.83,3371.26,3362.78,3246.54,3163.37,2992.66,2915.43,2839.94,2766.50,2696.56,2631.74,2571.69,2517.28,2468.52,2423.67,2381.92,2343.11,2306.82,2272.42,2239.33,2207.21,2175.91,2145.42,2116.16,2088.26,2061.34,2035.51,2010.62,1986.31,1962.36,1938.54,1915.25,1892.42,1869.46,1846.74,1824.51,1802.67,1780.92,1759.31,1738.14,1717.30,1696.47,1675.82,1655.90,1636.50,1617.27,1598.08,1579.02,1560.08,1541.41,1523.32,1505.64,1487.84,1469.94
76,8131.89,8036.92,7898.40,7654.58,8026.40,7840.96,7476.14,7269.74,7200.74,7036.88,6878.03,6726.30,6784.38,6395.12,6245.41,6362.00,6262.80,6043.01,5893.59,5599.67,5454.62,5438.80,5202.30,4845.53,4776.81,4497.52,4413.50,4194.65,4097.94,3893.49,3762.66,3736.81,3673.50,3574.29,3495.65,3306.84,3224.19,3143.69,3064.73,2988.13,2915.22,2847.36,2784.66,2727.79,2676.68,2629.48,2585.68,2544.86,2506.58,2470.36,2435.22,2401.07,2367.98,2335.82,2304.92,2275.13,2246.55,2219.11,2192.23,2165.94,2139.93,2114.05,2088.79,2063.82,2038.86,2014.25,1989.93,1965.92,1942.29,1918.90,1895.93,1873.29,1850.42,1827.98,1806.45,1785.19,1764.11,1743.20,1722.37,1701.73,1681.52,1661.82,1642.30,1622.81
77,8706.25,8809.73,8669.55,8341.83,8605.16,8461.87,8022.75,7888.92,7930.48,7575.04,7564.13,7415.15,7439.40,7058.12,7029.27,6454.78,6815.27,6563.26,6539.07,6219.24,6052.72,5916.78,5792.39,5455.23,5324.51,5020.25,4889.14,4690.50,4463.03,4371.64,4092.51,4130.64,4021.24,3923.57,3876.55,3664.61,3572.68,3486.08,3401.93,3319.10,3238.60,3162.39,3091.55,3025.90,2966.38,2912.62,2862.94,2816.72,2773.78,2733.26,2694.32,2657.07,2621.03,2585.90,2551.54,2518.18,2486.60,2456.16,2426.46,2397.57,2368.91,2340.53,2312.27,2284.42,2257.23,2230.05,2202.99,2176.36,2150.28,2124.51,2099.06,2073.97,2048.95,2024.00,1999.72,1976.08,1952.71,1929.70,1906.94,1884.22,1861.76,1839.60,1817.94,1796.63
78,9618.52,9611.47,9488.77,9041.83,9278.09,9222.15,8575.29,8601.43,8599.67,8317.88,8153.61,8085.88,8202.09,7748.40,7904.30,7528.40,6906.61,7295.02,7157.29,6916.90,6600.58,6477.25,6255.46,6136.56,5805.76,5542.26,5368.75,5263.54,4891.85,4899.86,4550.62,4629.79,4587.39,4422.52,4312.67,4072.20,3967.37,3870.84,3779.99,3691.16,3604.06,3520.08,3440.21,3366.01,3297.46,3234.96,3178.20,3125.83,3077.06,3031.23,2987.83,2946.76,2907.25,2868.73,2830.98,2793.87,2758.62,2725.18,2692.44,2660.39,2628.55,2597.00,2565.88,2534.84,2504.60,2474.82,2444.99,2415.45,2386.24,2357.63,2329.45,2301.41,2273.74,2246.49,2219.46,2192.76,2166.73,2141.26,2116.09,2091.14,2066.33,2041.53,2017.29,1993.73
79,10529.65,10456.11,10180.02,9814.66,10221.37,9864.98,9524.53,9394.49,9356.97,9182.30,9063.95,8581.92,9019.72,8427.86,8643.22,8336.32,8005.85,7483.56,7902.98,7452.64,7335.33,7216.76,7147.46,6668.33,6493.88,6228.80,5996.72,5962.45,5521.71,5311.29,5178.05,5020.81,4980.56,4871.64,4813.07,4538.67,4416.79,4306.21,4204.36,4108.73,4015.44,3924.13,3835.78,3752.22,3674.53,3602.36,3536.54,3476.62,3421.06,3369.33,3320.73,3274.64,3230.89,3188.66,3147.30,3106.36,3066.97,3029.92,2993.77,2958.04,2922.83,2887.81,2853.22,2819.08,2785.22,2751.99,2719.26,2686.51,2653.93,2622.03,2590.81,2559.75,2528.86,2498.65,2468.90,2439.10,2409.76,2381.24,2353.23,2325.75,2298.31,2270.70,2243.65,2217.17
80,11329.91,11366.14,11059.31,10916.83,11003.18,10793.62,10302.78,10335.57,10219.22,10035.13,9811.95,9605.11,9672.59,9257.60,9346.72,9330.87,8952.50,8533.91,7755.25,8231.12,8027.99,7956.81,7737.41,7350.86,7116.00,6936.18,6653.65,6525.06,6370.50,6052.98,5791.15,5622.07,5704.19,5551.18,5388.80,5076.68,4933.64,4804.82,4688.16,4581.01,4480.18,4381.87,4285.63,4192.99,4105.16,4023.20,3947.20,3877.78,3814.43,3755.60,3700.62,3648.67,3599.46,3552.73,3507.02,3461.85,3418.53,3376.96,3336.74,3297.32,3258.15,3219.24,3180.70,3142.90,3105.38,3068.03,3031.52,2995.55,2959.50,2923.80,2888.81,2854.29,2819.99,2786.18,2752.95,2720.12,2687.35,2655.05,2623.70,2592.98,2562.58,2532.36,2502.29,2472.34
81,12327.04,12267.64,12009.14,11464.24,11844.25,11505.06,11128.22,11132.31,11120.96,10638.68,10702.50,10251.88,10571.52,9962.58,10157.81,10018.19,9639.46,9452.32,9142.97,8307.83,8686.71,8800.17,8699.91,8041.27,7989.04,7546.31,7539.34,7378.62,6936.67,6806.86,6425.62,6494.36,6404.43,6106.81,6049.32,5696.56,5530.63,5379.10,5242.73,5119.36,5006.09,4899.43,4795.56,4694.27,4596.59,4503.82,4417.42,4337.66,4264.36,4197.09,4134.70,4076.01,4020.41,3967.73,3916.83,3866.92,3819.12,3773.01,3727.92,3684.06,3640.49,3597.00,3554.28,3512.05,3470.23,3428.96,3387.99,3347.75,3308.00,3268.37,3229.03,3190.23,3152.12,3114.60,3077.31,3040.47,3004.30,2968.12,2932.51,2898.11,2864.24,2830.77,2797.45,2764.08
82,13221.42,13615.75,13018.77,12491.84,13052.11,12507.04,11829.40,11869.82,12075.22,11605.53,11659.48,11339.08,11515.31,10911.97,11203.64,10871.87,10755.87,10389.34,10466.34,9793.49,8676.35,9559.96,9512.89,8966.79,8599.51,8586.10,8409.94,8079.21,7777.59,7500.83,7292.68,7247.07,7351.95,6904.47,6802.46,6406.82,6216.91,6040.00,5878.87,5733.96,5603.27,5483.55,5370.69,5260.89,5153.85,5050.75,4952.83,4861.97,4777.69,4699.99,4628.83,4562.35,4499.60,4440.21,4382.88,4327.27,4274.13,4223.07,4173.11,4123.75,4075.08,4026.94,3979.21,3932.05,3885.43,3839.24,3793.67,3748.45,3703.98,3660.32,3616.48,3572.98,3530.19,3488.20,3446.67,3405.32,3364.90,3325.01,3284.92,3245.67,3207.56,3170.04,3133.00,3096.13
83,14222.34,13984.44,14338.26,13535.84,14137.24,13387.57,13158.70,12915.23,13046.10,12742.80,12565.44,12343.11,12432.61,11887.25,12176.10,11834.96,11683.63,11585.36,11462.97,11009.25,10562.08,9363.64,10541.68,9921.87,9619.97,9351.25,9208.12,8922.49,8586.16,8242.69,8111.18,8143.40,8051.62,7784.88,7652.84,7211.64,6997.95,6794.86,6606.43,6434.80,6281.14,6143.12,6016.17,5896.50,5780.22,5667.06,5558.12,5455.12,5359.36,5270.25,5188.02,5112.30,5041.64,4974.61,4909.88,4847.33,4787.94,4731.43,4676.23,4621.28,4566.70,4512.98,4459.74,4406.98,4355.02,4303.33,4252.29,4201.95,4151.95,4102.93,4054.44,4006.07,3958.04,3910.76,3864.23,3818.18,3772.83,3728.22,3683.97,3639.77,3596.34,3554.10,3512.63,3471.65
84,15542.90,15347.82,15217.96,14495.04,15217.97,14591.74,13947.44,13929.75,14132.68,13739.57,13986.53,13239.35,13899.61,13198.43,12981.01,12851.51,12549.98,12480.54,12589.30,12090.61,11799.70,11016.35,10090.16,11173.01,10788.19,10321.27,10120.28,10081.68,9602.35,9357.13,9007.79,9075.96,8986.90,8632.69,8603.46,8115.11,7878.16,7649.15,7432.30,7231.21,7048.45,6885.78,6739.55,6605.17,6478.42,6355.41,6236.07,6121.42,6012.69,5911.29,5817.13,5730.26,5650.11,5574.44,5501.55,5431.23,5364.73,5301.78,5240.21,5179.23,5118.76,5058.49,4998.91,4940.29,4881.95,4824.31,4767.50,4711.05,4655.35,4600.07,4545.69,4492.23,4438.89,4385.90,4333.54,4282.16,4231.43,4181.06,4131.76,4083.11,4034.19,3985.96,3939.27,3893.40
85,16635.30,16552.33,16023.66,15675.63,16443.20,15923.73,14954.62,15101.68,15575.51,14832.53,14588.91,14281.55,14957.36,13923.99,14104.86,14211.20,13838.41,13556.14,13535.07,13178.90,13283.39,12712.66,12675.22,10401.42,11698.38,11570.05,11182.59,11109.14,10651.09,10427.96,10046.42,10108.09,10156.83,9771.06,9663.55,9127.23,8868.58,8613.95,8368.35,8136.46,7922.01,7727.94,7555.26,7399.97,7257.41,7123.75,6994.28,6868.07,6746.48,6631.41,6525.01,6425.84,6333.66,6248.47,6166.88,6087.95,6013.23,5942.48,5873.77,5805.82,5738.76,5671.90,5605.19,5539.67,5474.61,5410.12,5346.69,5283.67,5221.46,5159.84,5098.58,5038.69,4979.82,4920.78,4861.95,4804.20,4747.53,4691.34,4635.74,4581.14,4527.04,4472.90,4419.82,4368.31
86,17850.01,17805.32,17663.46,16629.36,17463.20,17648.27,16085.77,16207.86,16589.63,16087.21,15844.42,15541.94,16066.43,14965.33,15542.43,15319.75,15028.32,14629.91,14524.51,14343.37,14020.96,14085.77,13900.40,13023.53,11497.95,12901.67,12623.64,12512.29,11703.35,11428.65,10964.05,11482.77,11300.96,10733.52,10837.11,10252.83,9975.37,9696.88,9422.71,9159.19,8911.15,8682.76,8476.42,8292.57,8127.70,7977.56,7836.75,7699.47,7566.13,7438.15,7317.32,7204.94,7099.96,7002.78,6911.37,6823.25,6739.65,6660.12,6582.88,6507.41,6432.73,6358.51,6284.52,6210.88,6138.42,6066.72,5995.44,5925.12,5855.65,5786.97,5719.00,5651.46,5585.24,5519.94,5454.52,5389.62,5326.03,5263.25,5201.14,5139.68,5079.08,5019.50,4959.93,4901.16
87,19174.24,18793.05,18636.84,17995.22,18048.44,17663.96,17375.03,17513.72,17706.26,17093.49,17522.93,16730.85,17401.01,16290.71,16595.97,16566.32,16439.54,15996.73,15897.31,15384.69,15009.72,15229.38,15366.65,14672.04,14002.94,11834.42,14005.08,13668.22,13274.76,12767.25,12373.20,12645.27,12353.18,12188.45,12115.36,11485.77,11193.24,10893.66,10593.08,10298.84,10016.35,9751.81,9508.47,9288.83,9094.43,8920.92,8762.42,8613.00,8468.60,8328.06,8193.09,8066.30,7948.17,7837.78,7733.75,7635.29,7542.33,7453.37,7367.00,7282.79,7199.69,7117.11,7035.34,6953.69,6872.36,6792.41,6713.41,6635.00,6557.59,6480.89,6405.05,6330.23,6255.85,6182.77,6110.57,6038.45,5967.08,5896.77,5827.76,5759.12,5690.97,5624.41,5558.60,5492.67
88,20219.76,20618.36,19904.63,18829.97,19841.70,19867.53,18000.97,18373.98,19313.53,17681.58,18619.31,17866.77,18714.24,17706.70,18013.41,17771.86,17684.99,17099.63,17684.22,16849.84,16683.31,16697.71,16473.03,16155.94,15964.86,14463.79,12754.65,15493.87,14867.63,13970.57,13680.98,13904.70,13843.44,13520.48,13497.20,12823.12,12521.12,12204.77,11882.00,11560.00,11243.82,10941.76,10659.26,10400.41,10168.40,9962.86,9779.94,9612.72,9454.95,9302.55,9155.28,9014.33,8881.27,8757.13,8639.43,8528.14,8424.47,8326.16,8230.54,8136.33,8043.48,7951.57,7860.58,7770.33,7680.37,7591.33,7503.73,7416.71,7330.37,7245.02,7160.66,7077.48,6995.02,6913.31,6832.77,6753.16,6673.97,6595.52,6518.35,6442.03,6366.38,6291.77,6218.38,6145.75
89,21422.74,21679.23,20941.80,19665.01,21304.53,20374.39,19832.67,19984.22,20575.23,19464.61,19995.58,19209.10,19874.95,18823.34,19238.42,19493.29,19042.41,18839.40,18919.59,17949.65,17919.72,18244.47,18164.30,17002.51,17864.07,16799.97,16173.79,13682.59,16561.16,16372.30,15263.36,15247.11,15421.64,14827.69,14986.31,14268.16,13961.13,13635.97,13295.99,12949.58,12603.28,12264.73,11941.67,11641.21,11366.55,11120.23,10904.21,10711.65,10534.76,10369.53,10210.23,10055.82,9908.00,9768.64,9637.13,9511.47,9395.09,9286.55,9180.81,9076.36,8972.91,8870.50,8769.26,8669.18,8570.09,8471.49,8373.73,8277.03,8181.63,8087.08,7993.51,7900.93,7809.31,7718.84,7628.90,7540.43,7453.19,7366.33,7280.10,7195.23,7111.52,7028.65,6946.59,6865.49
90,21545.57,21363.08,22466.11,21485.65,22536.02,21403.93,20329.63,20329.37,21035.71,20264.24,21514.30,20374.82,21575.83,20179.85,20527.80,20223.33,20034.16,20028.88,19993.99,19401.27,18778.41,18787.46,19425.92,17940.59,18638.06,17938.93,18460.82,16631.75,14835.52,17412.17,16814.62,16703.60,16844.91,16360.48,16588.81,15830.37,15522.87,15193.53,14843.59,14478.11,14105.53,13733.74,13372.06,13027.82,12707.48,12416.80,12157.50,11929.03,11726.32,11541.60,11368.14,11200.83,11039.07,10884.62,10737.38,10597.03,10466.62,10345.29,10228.41,10113.36,9999.01,9885.34,9773.06,9661.96,9551.98,9442.88,9334.61,9227.47,9121.90,9017.53,8913.56,8810.88,8709.37,8608.89,8509.51,8411.06,8313.92,8218.10,8122.67,8028.31,7935.35,7843.33,7752.13,7661.78
91,22514.91,23026.37,23272.11,23186.64,23998.60,23121.88,21601.79,21062.26,22608.30,22029.97,22099.49,22106.54,22160.56,21013.04,21882.54,21510.13,21753.79,21105.76,21118.65,20112.51,19932.81,20485.43,20705.66,19833.08,19805.64,19855.57,18860.95,20124.41,17185.44,16200.87,19128.90,18898.57,18540.65,17456.04,18303.59,17508.61,17206.87,16876.28,16522.96,16147.87,15755.41,15356.05,14959.11,14572.10,14204.91,13866.13,13558.00,13283.57,13043.23,12830.39,12637.02,12455.25,12279.67,12110.50,11947.38,11791.11,11645.91,11510.35,11380.61,11253.89,11128.10,11002.65,10878.05,10754.77,10633.37,10513.14,10393.71,10275.38,10157.73,10042.09,9927.76,9813.87,9701.44,9590.15,9480.03,9371.40,9263.39,9156.69,9051.72,8947.45,8843.93,8741.59,8640.80,8541.05
92,25236.30,25155.38,24878.36,24839.88,26102.54,24344.97,22829.44,23299.42,24142.94,24029.60,23679.78,23568.08,24979.98,23426.97,24396.32,23959.38,23679.00,22830.04,22517.02,22496.53,22403.76,22206.64,23132.82,21473.74,21205.23,21276.34,21378.22,21346.63,20188.38,18647.39,17424.90,21494.25,21173.20,19917.04,20125.16,19291.25,19000.94,18676.91,18324.42,17947.45,17546.41,17126.87,16699.42,16273.69,15861.04,15471.89,15111.12,14785.29,14495.95,14243.43,14021.49,13818.86,13628.17,13444.79,13266.10,13093.60,12932.48,12782.38,12638.94,12498.84,12360.03,12221.80,12084.54,11948.65,11814.56,11682.19,11550.55,11419.83,11290.37,11162.01,11035.59,10910.31,10785.94,10663.02,10541.12,10421.16,10302.28,10184.01,10067.56,9952.53,9838.29,9725.03,9613.42,9503.20
93,25845.23,26713.04,26823.87,25376.75,27446.86,26452.12,24539.41,25242.94,26490.30,25171.88,26632.95,24946.62,27228.94,24899.90,25958.15,25915.68,25113.22,24469.20,24633.02,23895.50,23759.93,24367.24,25465.53,22694.09,23492.40,22958.29,22707.93,23289.43,21971.53,22256.81,21105.35,20109.89,23871.84,21895.19,22060.48,21183.06,20906.52,20596.60,20251.86,19876.46,19473.10,19043.35,18594.84,18138.70,17684.71,17244.54,16829.98,16449.59,16105.90,15801.99,15537.45,15305.22,15093.81,14894.89,14701.31,14512.58,14334.82,14168.25,14009.90,13854.96,13701.68,13550.33,13399.90,13250.60,13102.66,12956.20,12811.32,12667.76,12526.11,12384.90,12244.85,12106.81,11969.88,11834.30,11700.23,11567.76,11436.44,11306.52,11177.81,11050.65,10925.09,10800.36,10676.95,10555.09
94,27730.60,30116.21,28952.04,27942.38,29089.87,27836.48,26377.45,25901.92,27201.17,27281.95,28739.39,27347.79,26974.77,25849.36,27407.79,27288.68,26720.43,25984.43,26473.81,25736.14,25360.41,25912.96,25276.28,24920.44,24302.68,24437.86,23468.69,24901.17,23975.16,24861.51,23603.41,22614.23,21616.27,23673.69,24116.00,23192.81,22930.19,22637.34,22307.98,21940.45,21541.44,21111.25,20653.17,20176.52,19688.37,19201.00,18734.08,18296.61,17893.27,17530.48,17211.17,16935.52,16692.97,16472.67,16262.57,16057.61,15863.74,15680.52,15504.63,15333.74,15165.14,14998.13,14833.43,14670.06,14507.66,14346.84,14187.34,14029.83,13874.23,13719.45,13566.26,13414.40,13263.47,13114.42,12966.87,12821.01,12676.51,12533.30,12392.18,12252.04,12113.50,11976.81,11841.02,11706.33
95,30081.11,29809.96,30604.54,29628.02,29783.66,28909.30,27623.72,28488.64,28242.21,30286.11,29489.05,28535.25,29157.40,27527.94,30055.07,29157.87,28971.39,28105.99,28571.43,28245.90,26750.16,28344.81,28785.21,27309.05,26755.50,26159.52,27386.72,27480.48,26660.34,26016.54,25311.44,26854.08,25661.13,23521.20,26291.01,25323.75,25072.36,24797.74,24486.29,24133.53,23744.64,23319.30,22860.92,22375.19,21866.41,21344.66,20829.18,20332.41,19865.29,19440.69,19061.67,18727.56,18437.71,18185.15,17952.96,17732.01,17522.10,17321.35,17127.46,16938.77,16753.42,16570.02,16389.15,16210.45,16032.98,15857.15,15682.34,15509.21,15338.24,15168.68,15001.40,14835.22,14669.41,14506.07,14344.52,14184.28,14025.53,13868.24,13713.42,13560.00,13407.51,13257.27,13108.46,12960.37
96,31782.61,31269.90,32753.75,29659.39,32269.53,31403.58,29497.92,28954.20,32482.17,30582.62,32637.57,30887.43,30420.48,31051.52,30115.28,31702.27,30861.85,28725.63,29628.44,30024.95,28451.29,29992.69,29689.79,28588.11,29044.87,28036.24,28276.32,30142.20,27691.57,27597.11,27836.49,29579.32,28266.66,26555.06,28579.77,27564.22,27328.86,27067.01,26771.03,26439.76,26069.01,25655.17,25204.18,24720.49,24206.02,23664.14,23108.60,22559.05,22030.37,21539.59,21093.98,20694.94,20345.66,20044.07,19779.68,19535.95,19307.38,19090.05,18879.33,18672.80,18468.54,18267.93,18070.17,17874.13,17680.56,17487.97,17296.54,17106.83,16919.44,16734.63,16551.51,16369.80,16189.64,16010.78,15833.88,15659.37,15485.57,15313.19,15143.30,14975.36,14808.78,14643.54,14480.26,14318.83
97,31420.91,33042.10,32447.10,32263.12,34277.41,31747.51,29762.44,31485.25,31302.17,33816.72,32273.34,31404.13,35529.24,33119.15,31963.79,33436.53,32741.27,30606.72,32576.43,32472.32,33019.23,31580.05,31911.27,30189.37,30668.79,31086.34,31278.97,32838.73,29620.76,29025.11,30273.00,31756.95,31466.64,28463.76,31024.01,29945.49,29724.89,29477.44,29196.32,28885.78,28538.52,28149.81,27713.19,27235.08,26722.64,26174.00,25594.51,25006.21,24423.37,23863.35,23346.74,22877.59,22459.78,22094.78,21779.05,21497.18,21243.58,21011.05,20783.23,20558.13,20335.75,20116.47,19899.97,19684.72,19473.11,19262.64,19053.81,18847.24,18643.31,18441.67,18240.56,18042.13,17846.39,17651.29,17457.43,17266.27,17077.10,16889.31,16703.30,16519.11,16337.02,16156.63,15977.74,15801.51
98,34825.26,31142.31,35693.82,33215.11,35478.81,34730.54,31835.33,35215.95,33300.17,32765.40,35592.41,32521.33,36042.40,31566.27,33282.49,33395.97,31210.03,32842.76,34462.53,34184.68,33184.10,34299.35,31832.59,32763.91,33555.87,32260.53,34419.32,33116.69,30598.08,32518.42,31479.07,32936.04,32716.29,32300.28,33638.34,32492.26,32264.20,32031.23,31769.58,31477.10,31153.44,30786.36,30366.84,29902.30,29398.20,28858.39,28277.10,27662.72,27037.25,26421.02,25833.20,25286.15,24793.30,24356.95,23969.58,23632.17,23344.96,23087.96,22840.30,22595.85,22355.46,22118.25,21881.33,21646.87,21415.51,21185.58,20959.74,20736.25,20513.52,20293.12,20073.52,19856.95,19643.75,19431.20,19219.60,19010.65,18804.13,18600.08,18397.40,18196.12,17997.24,17801.06,17606.67,17413.21
99,39084.39,33825.50,31295.20,37065.64,36434.11,32932.24,26133.02,35824.00,36150.98,35921.82,39815.29,35892.32,37723.58,34996.45,35867.09,38160.14,35075.89,33450.57,36575.34,34012.29,34900.57,36038.12,33910.13,34401.35,33242.26,30183.84,34880.56,36336.34,32571.93,31865.56,34098.95,36335.98,33379.99,32904.76,36297.69,35084.01,34879.89,34664.57,34413.28,34134.62,33836.19,33485.30,33080.33,32658.22,32177.18,31645.65,31075.69,30451.87,29800.42,29141.76,28494.24,27872.51,27298.56,26782.32,26318.63,25912.50,25571.28,25279.19,25010.41,24743.83,24481.49,24225.12,23969.54,23717.74,23466.77,23217.61,22972.79,22729.30,22486.85,22247.36,22010.02,21775.43,21542.51,21312.30,21083.15,20855.79,20631.86,20410.79,20190.08,19971.14,19755.12,19542.01,19331.10,19120.13
100,43087.97,32175.50,40657.08,43111.34,35527.69,33109.16,36946.28,33721.97,39137.65,38963.36,38061.36,38079.33,40541.59,33988.99,35602.09,41243.14,36141.99,36639.21,36687.90,39456.91,34223.49,38725.86,39322.98,35027.77,38160.14,35105.24,35727.14,39837.14,33240.02,38648.90,34493.51,36961.85,37459.07,30306.13,39009.28,37725.06,37539.72,37332.05,37108.56,36854.19,36574.12,36239.85,35852.94,35461.22,35009.01,34498.87,33947.38,33345.72,32698.99,32008.86,31317.56,30631.65,29967.71,29368.50,28828.92,28345.61,27930.42,27581.96,27279.37,26988.23,26705.59,26429.32,26154.25,25882.29,25612.59,25345.21,25078.17,24813.42,24552.83,24294.00,24038.20,23784.48,23532.96,23285.23,23036.94,22789.95,22548.31,22310.45,22072.10,21835.08,21600.75,21370.04,21140.25,20912.41
